011002,105,1,1,1,Sapporo,札幌市
012025,105,1,1,7,Hakodate,函館市
012033,105,1,1,1,Otaru,小樽市
012041,105,1,1,3,Asahikawa,旭川市
012050,105,1,1,2,Muroran,室蘭市
012068,105,1,1,6,Kushiro,釧路市
012076,105,1,1,5,Obihiro,帯広市
012084,105,1,1,8,Kitami,北見市
012092,105,1,1,3,Yubari,夕張市
012106,105,1,1,3,Iwamizawa,岩見沢市
012114,105,1,1,8,Abashiri,網走市
012122,105,1,1,9,Rumoi,留萌市
012131,105,1,1,2,Tomakomai,苫小牧市
012149,105,1,1,9,Wakkanai,稚内市
012157,105,1,1,3,Bibai,美唄市
012165,105,1,1,3,Ashibetsu,芦別市
012173,105,1,1,1,Ebetsu,江別市
012181,105,1,1,3,Akabira,赤平市
012190,105,1,1,8,Monbetsu,紋別市
012203,105,1,1,3,Shibetsu,士別市
012211,105,1,1,3,Nayoro,名寄市
012220,105,1,1,3,Mikasa,三笠市
012238,105,1,1,10,Nemuro,根室市
012246,105,1,1,1,Chitose,千歳市
012254,105,1,1,3,Takikawa,滝川市
012262,105,1,1,3,Sunagawa,砂川市
012271,105,1,1,3,Utashinai,歌志内市
012289,105,1,1,3,Fukagawa,深川市
012297,105,1,1,3,Furano,富良野市
012301,105,1,1,2,Noboribetsu,登別市
012319,105,1,1,1,Eniwa,恵庭市
012335,105,1,1,2,Date,伊達市
012343,105,1,1,1,Kitahiroshima,北広島市
012351,105,1,1,1,Ishikari,石狩市
012360,105,1,1,7,Hokuto,北斗市
013030,105,1,1,1,Tobetsu,当別町
013048,105,1,1,1,Shinshinotsu,新篠津村
013315,105,1,1,7,Matsumae,松前町
013323,105,1,1,7,Fukushima,福島町
013331,105,1,1,7,Shiriuchi,知内町
013340,105,1,1,7,Kikonai,木古内町
013374,105,1,1,7,Nanae,七飯町
013439,105,1,1,7,Shikabe,鹿部町
013455,105,1,1,7,Mori,森町
013463,105,1,1,7,Yakumo,八雲町
013471,105,1,1,7,Oshamambe,長万部町
013617,105,1,1,7,Esashi,江差町
013625,105,1,1,7,Kaminokuni,上ノ国町
013633,105,1,1,7,Assabu,厚沢部町
013641,105,1,1,7,Otobe,乙部町
013676,105,1,1,7,Okushiri,奥尻町
013706,105,1,1,7,Imakane,今金町
013714,105,1,1,7,Setana,せたな町
013919,105,1,1,4,Shimamaki,島牧村
013927,105,1,1,4,Suttsu,寿都町
013935,105,1,1,4,Kuromatsunai,黒松内町
013943,105,1,1,4,Rankoshi,蘭越町
013951,105,1,1,4,Niseko,ニセコ町
013960,105,1,1,4,Makkari,真狩村
013978,105,1,1,4,Rusutsu,留寿都村
013986,105,1,1,4,Kimobetsu,喜茂別町
013994,105,1,1,4,Kyogoku,京極町
014001,105,1,1,4,Kucchan,倶知安町
014010,105,1,1,4,Kyowa,共和町
014028,105,1,1,4,Iwanai,岩内町
014036,105,1,1,4,Tomari,泊村
014044,105,1,1,4,Kamoenai,神恵内村
014052,105,1,1,4,Shakotan,積丹町
014061,105,1,1,4,Furubira,古平町
014079,105,1,1,4,Niki,仁木町
014087,105,1,1,4,Yoichi,余市町
014095,105,1,1,4,Akaigawa,赤井川村
014231,105,1,1,3,Namporo,南幌町
014249,105,1,1,3,Naie,奈井江町
014257,105,1,1,3,Kamisunagawa,上砂川町
014273,105,1,1,3,Yuni,由仁町
014281,105,1,1,3,Naganuma,長沼町
014290,105,1,1,3,Kuriyama,栗山町
014303,105,1,1,3,Tsukigata,月形町
014311,105,1,1,3,Urausu,浦臼町
014320,105,1,1,3,Shintotsukawa,新十津川町
014338,105,1,1,3,Moseushi,妹背牛町
014346,105,1,1,3,Chipubetsu,秩父別町
014362,105,1,1,3,Uryu,雨竜町
014371,105,1,1,3,Hokuryu,北竜町
014389,105,1,1,3,Numata,沼田町
014524,105,1,1,3,Takasu,鷹栖町
014532,105,1,1,3,Higashikagura,東神楽町
014541,105,1,1,3,Toma,当麻町
014559,105,1,1,3,Pippu,比布町
014567,105,1,1,3,Aibetsu,愛別町
014575,105,1,1,3,Kamikawa,上川町
014583,105,1,1,3,Higashikawa,東川町
014591,105,1,1,3,Biei,美瑛町
014605,105,1,1,3,Kamifurano,上富良野町
014613,105,1,1,3,Nakafurano,中富良野町
014621,105,1,1,3,Minamifurano,南富良野町
014630,105,1,1,3,Shimukappu,占冠村
014648,105,1,1,3,Wassamu,和寒町
014656,105,1,1,3,Kenbuchi,剣淵町
014681,105,1,1,3,Shimokawa,下川町
014699,105,1,1,3,Biei,美深町
014702,105,1,1,3,Otoineppu,音威子府村
014711,105,1,1,3,Nakagawa,中川町
014729,105,1,1,3,Horokanai,幌加内町
014818,105,1,1,9,Mashike,増毛町
014826,105,1,1,9,Obira,小平町
014834,105,1,1,9,Tomamae,苫前町
014842,105,1,1,9,Haboro,羽幌町
014851,105,1,1,9,Shosanbetsu,初山別村
014869,105,1,1,9,Engaru,遠別町
014877,105,1,1,9,Teshio,天塩町
015113,105,1,1,9,Sarufutsu,猿払村
015121,105,1,1,9,Hamatombetsu,浜頓別町
015130,105,1,1,9,Nakatombetsu,中頓別町
015148,105,1,1,9,Esashi,枝幸町
015164,105,1,1,9,Toyotomi,豊富町
015172,105,1,1,9,Rebun,礼文町
015181,105,1,1,9,Rishiri,利尻町
015199,105,1,1,9,Rishirifuji,利尻富士町
015202,105,1,1,9,Horonobe,幌延町
015431,105,1,1,8,Bihoro,美幌町
015440,105,1,1,8,Tsubetsu,津別町
015458,105,1,1,10,Shari,斜里町
015466,105,1,1,8,Kiyosato,清里町
015474,105,1,1,8,Koshimizu,小清水町
015491,105,1,1,8,Kumneppu,訓子府町
015504,105,1,1,8,Oketo,置戸町
015521,105,1,1,8,Saroma,佐呂間町
015555,105,1,1,8,Engaru,遠軽町
015598,105,1,1,8,Yubetsu,湧別町
015601,105,1,1,8,Takinoue,滝上町
015610,105,1,1,8,Okoppe,興部町
015628,105,1,1,8,Nishiokoppe,西興部村
015636,105,1,1,8,Oumu,雄武町
015644,105,1,1,8,Ozora,大空町
015717,105,1,1,2,Toyoura,豊浦町
015750,105,1,1,2,Sobetsu,壮瞥町
015784,105,1,1,2,Shiraoi,白老町
015814,105,1,1,2,Atsuma,厚真町
015849,105,1,1,2,Toyako,洞爺湖町
015857,105,1,1,2,Abira,安平町
015865,105,1,1,2,Mukawa,むかわ町
016012,105,1,1,11,Hidaka,日高町
016021,105,1,1,11,Biratori,平取町
016047,105,1,1,11,Niikappu,新冠町
016071,105,1,1,11,Urakawa,浦河町
016080,105,1,1,11,Samani,様似町
016098,105,1,1,11,Erimo,えりも町
016101,105,1,1,11,Shinhidaka,新ひだか町
016314,105,1,1,5,Otofuke,音更町
016322,105,1,1,5,Shihoro,士幌町
016331,105,1,1,5,Kamishihoro,上士幌町
016349,105,1,1,5,Shikaoi,鹿追町
016357,105,1,1,5,Shintoku,新得町
016365,105,1,1,5,Shimizu,清水町
016373,105,1,1,5,Memuro,芽室町
016381,105,1,1,5,Nakasatsunai,中札内村
016390,105,1,1,5,Sarabetsu,更別村
016411,105,1,1,5,Taiki,大樹町
016420,105,1,1,5,Hiroo,広尾町
016438,105,1,1,5,Makubetsu,幕別町
016446,105,1,1,5,Ikeda,池田町
016454,105,1,1,5,Toyokoro,豊頃町
016462,105,1,1,5,Honbetsu,本別町
016471,105,1,1,5,Ashoro,足寄町
016489,105,1,1,5,Rikubetsu,陸別町
016497,105,1,1,5,Urahoro,浦幌町
016616,105,1,1,6,Kushiro-cho,釧路町
016624,105,1,1,6,Akkeshi,厚岸町
016632,105,1,1,6,Hamanaka,浜中町
016641,105,1,1,6,Shibecha,標茶町
016659,105,1,1,6,Teshikaga,弟子屈町
016675,105,1,1,6,Tsurui,鶴居村
016683,105,1,1,6,Shiranuka,白糠町
016918,105,1,1,10,Betsukai,別海町
016926,105,1,1,10,Nakashibetsu,中標津町
016934,105,1,1,10,Shibetsu,標津町
016942,105,1,1,10,Rausu,羅臼町
